,name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
83,Jump - 2015 Remaster,1984 (Remastered),Van Halen,1984-01-04,76,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
84,Fighting the World,Fighting the World,Manowar,1987-01-01,52,2tjb6V24kf6sDUdEFNf3m9,0.649,0.909,6,-6.988,0,0.0729,3.63e-05,0.469,0.0787,0.623,131.919,230560,4
85,Since You Been Gone,Down To Earth (Deluxe Edition),Rainbow,1979,0,4N4guy1faBG6oseDnhjkWy,0.716,0.821,7,-4.204,1,0.0389,0.551,5.68e-06,0.618,0.931,120.737,197867,4
86,T.N.T.,High Voltage,AC/DC,1976-05-14,76,7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
87,Indians,Among The Living,Anthrax,1987-03,53,1fcyfC1KLSWVCIvALR5AxS,0.379,0.941,11,-10.443,0,0.038,0.000869,0.000637,0.0393,0.527,105.155,341333,4
88,Crusader,Crusader,Saxon,1984,44,3SvTwrxQJyGJkeoPDbuNcu,0.433,0.644,9,-8.054,0,0.0381,0.000374,0.000357,0.117,0.323,91.773,394667,4
89,Kings of Metal,Kings of Metal,Manowar,1988-11-01,55,28TcG73tbc4iGrGBFjiBnR,0.575,0.881,9,-13.012,1,0.0357,0.000117,2.69e-05,0.147,0.699,132.127,223867,4
90,Princess Of The Dawn,Restless And Wild,Accept,1982,45,3PtaFRuHFIlF6ZcMVE4lF8,0.631,0.495,2,-13.374,1,0.0326,0.00976,0.06,0.174,0.413,128.818,376307,4
91,Animal (Fuck Like a Beast),W.A.S.P.,W.A.S.P.,1984,0,4HzTfjtuIe4YM01bt3l6Jf,0.211,0.972,10,-3.755,0,0.188,0.00323,7.31e-06,0.573,0.202,143.75,187800,4
92,Fool for Your Loving - 2011 Remaster,Ready an' Willing (2013 Remaster),Whitesnake,1980-05-31,50,1OwcckpLpQLDrAkBKYLEAX,0.597,0.92,0,-5.933,1,0.0581,0.0368,7.56e-06,0.0837,0.74,122.417,259067,4
93,Breaking the Chains,Breaking the Chains,Dokken,1983,55,2W7CvGjipq3EmHqNGN7lN9,0.526,0.9,4,-4.76,0,0.0531,0.00914,0.0,0.277,0.458,125.349,231693,4
94,Swords and Tequila,Fire Down Under,Riot,1981,44,3lJqE5AKrrFDFdhDyB0kqx,0.347,0.939,2,-9.239,1,0.0648,8.89e-05,3.81e-05,0.232,0.356,89.401,200333,4
95,Burn in Hell,Stay Hungry,Twisted Sister,1984-05-10,49,1aVChMRP6I3ViAIlnW3WYS,0.357,0.828,4,-12.136,0,0.0482,0.00151,0.000527,0.345,0.624,107.126,283227,4
96,Black Diamond - Remastered 2016,Best Of (Remastered),Stratovarius,2016-05-20,46,6v3UX3KGvhYwphqipOO84l,0.391,0.991,1,-5.934,0,0.0759,8.82e-05,0.0687,0.0803,0.236,149.863,341000,4
97,Angel Witch,Angel Witch (30th Anniversary Edition),Angel Witch,1980-03-12,47,4G3Nnoae2XF1cdbdgATKKq,0.238,0.759,0,-12.476,1,0.0624,0.000407,0.002,0.608,0.732,193.044,203933,4
98,Only the Brave,Tygers of Pan Tang,Tygers Of Pan Tang,2016-10-21,48,5F4PRUrsZQ8zTppxd6OA9a,0.356,0.894,9,-6.825,0,0.0796,2.67e-05,0.00806,0.0602,0.237,153.098,303547,4
99,Caught In A Mosh,Among The Living (Deluxe Edition),Anthrax,1987-03,52,0c6p9QomOhNU9uzujLjtsD,0.339,0.991,2,-5.028,1,0.145,0.000249,0.00327,0.261,0.185,106.767,300093,4
0,Länge Leve Vi,Länge Leve Vi,23,2022-01-27,65,6Pqrm55DFjQZQi8jC2yBVa,0.765,0.401,7,-11.404,0,0.064,0.17,7.37e-05,0.174,0.528,95.005,161684,4
1,Mina områden,Ånger & Kamp,Kartellen,2012-01-01,59,1TFlvQ12TtF9nHmvXCaLpx,0.496,0.669,6,-7.184,1,0.201,0.0519,0.0,0.057,0.595,85.011,276333,4
2,M5,Sin City,C.Gambino,2022-01-07,59,5S3JUCSK7SAkjEW7yoqjlP,0.63,0.581,9,-6.922,0,0.434,0.153,6.11e-06,0.101,0.455,122.654,144000,5
3,Stan,The Marshall Mathers LP,Eminem,2000-05-23,83,3UmaczJpikHgJFyBTAJVoz,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,4
4,Nia Mondo,MUSIK ELLER METALL,Owen,2022-02-25,50,6C3YPGTRq4OJB2MbNWdiPu,0.709,0.457,11,-12.029,0,0.464,0.775,0.0,0.139,0.6,101.968,137647,4
5,Grabbarna,Sista 12,Aden x Asme,2021-10-15,51,2s6Eih8He9Qs1pg4zZtBiD,0.841,0.621,7,-7.775,1,0.15,0.173,1.67e-06,0.224,0.583,108.085,155853,4
6,Bella,Bella,Asme,2022-04-01,63,3g2uFPgKsfvZT663X2NUpJ,0.879,0.843,11,-7.662,0,0.0954,0.0454,0.0113,0.0847,0.525,125.017,155773,4
7,Dirty Kalle,Dirty Kalle,VC Barre,2021-11-26,57,2kGlp16MjSJRPbFShyTjXb,0.89,0.6,2,-9.609,0,0.326,0.105,0.0,0.117,0.464,94.915,146526,4
8,1942,Leylas World,Ant Wan,2021-02-25,56,3R9KvtovDyPBPtBqiulmoq,0.72,0.47,10,-6.922,0,0.224,0.626,3.7e-05,0.138,0.208,85.496,185263,4
9,Workin,98.01.11,Yasin,2020-05-22,50,67ttkEO235xJmxhQ9tOM1t,0.922,0.635,6,-4.366,0,0.0587,0.135,0.000344,0.118,0.107,105.017,141714,4
10,SOM DOM,SOM DOM,Sarettii,2021-09-28,66,7rwijx2xejRaPkEXUftI11,0.858,0.575,9,-8.996,1,0.138,0.405,0.0,0.0639,0.777,113.057,141361,4
11,NEW MAGIC WAND,IGOR,"Tyler, The Creator",2019-05-17,83,0fv2KH6hac06J86hBUTcSf,0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,195320,4
12,BANDOL,BANDOL,HAVAL,2022-03-25,64,5q4MzJdq5teCsJ4xE6jviK,0.608,0.737,0,-6.235,1,0.244,0.497,0.0,0.166,0.721,98.105,167143,4
13,Samma gamla vanliga,AREA 36,A36,2021-11-12,64,4wGFTaengFG4o6nYZAK1Xg,0.935,0.474,2,-9.525,1,0.222,0.393,0.00157,0.07,0.577,111.046,129987,4
14,Bound 2,Yeezus,Kanye West,2013-06-18,81,3sNVsP50132BTNlImLx70i,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,229147,4
15,Sprayad,Sprayad,Greekazo,2019-10-04,51,5RbbypMC1xhw1Kqdmu5uDd,0.926,0.585,2,-6.607,0,0.0845,0.167,0.0,0.291,0.409,103.016,136311,4
16,RAPSTAR,Hall of Fame,Polo G,2021-06-11,76,18vXApRmJSgQ6wG2ll9AOg,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926,4
17,BARA OM NI VISSTE,DIZZY FLACO,Dizzy,2021-06-25,45,36dsnMrrnD7tDqLdEACgMx,0.681,0.636,1,-6.326,0,0.166,0.315,0.0,0.156,0.575,132.004,151818,4
18,Hammarby,Unge Med Extra Energi,Einár,2020-09-28,55,0JAy5tWDfKLAFNWWIXbF1y,0.813,0.625,8,-12.065,0,0.437,0.254,0.0,0.101,0.922,101.871,143529,4
19,SooYs,SooYs,VC Barre,2022-03-25,58,4ubIs1XE6iHqi8UbI5Xz7g,0.903,0.658,1,-6.341,1,0.215,0.105,5.42e-06,0.101,0.673,126.07,154762,4
20,WINNER (feat. A36),WINNER (feat. A36),Jireel,2022-03-18,64,0i0ZCP4Yh3kLl1Z0k9BhBX,0.806,0.86,7,-4.489,1,0.173,0.0646,0.0722,0.0826,0.599,140.039,157327,4
21,No Cap,No Cap,Adel,2019-11-28,54,3G69nPByVZKPtgsesLKbx4,0.796,0.564,8,-9.776,0,0.148,0.306,0.0,0.096,0.849,99.997,170400,4
22,Invincible,Meet The Woo 2,Pop Smoke,2020-02-07,77,792HwhrdO3ErRKL5yRe4Ge,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
23,Inkassera (feat. C.Gambino & 23),Inkassera (feat. C.Gambino & 23),Robin Kadir,2022-04-01,65,4JShHeXN09OK3021PagQGO,0.727,0.596,2,-4.923,1,0.112,0.0804,0.184,0.258,0.488,109.909,126870,4
24,KINGSTON,KINGSTON,HAVAL,2021-08-06,54,37IQEsFfN0vShGeJ6QhZy6,0.722,0.796,6,-4.939,1,0.0537,0.37,1.32e-06,0.0635,0.927,87.0,146245,4
25,Hypnotize - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,1997-03-04,78,7KwZNVEaqikRSBSpyhXK2j,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,229827,4
26,Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,2016-06-10,80,4KW1lqgSr8TKrvBII0Brf8,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088,135920,4
27,Amo,Amo,Dani M,2022-03-25,61,422lbxDt4LGd8EvqwNLLq9,0.734,0.643,9,-7.075,0,0.29,0.251,0.0,0.264,0.428,103.044,188776,4
28,Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,81,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,4
29,MUSIK ELLER METALL,MUSIK ELLER METALL,Owen,2022-02-25,58,5vQk0ckwdC5VldGJvt2LlO,0.79,0.782,7,-7.521,1,0.207,0.0542,0.0,0.0798,0.502,98.019,200816,4
30,AKTA MANNEN - Remix,AKTA MANNEN (Remix),1.Cuz,2019-06-04,48,69kbuj1vxwL7jN3AOl62eJ,0.654,0.425,6,-8.079,0,0.369,0.545,0.0,0.119,0.549,104.764,196571,4
31,Young & Heartless,98.01.11,Yasin,2020-05-22,60,6t0YIui8b5Jt8oUVOrmujk,0.829,0.55,8,-9.071,1,0.3,0.39,3.47e-05,0.116,0.867,101.871,145882,4
32,Vvvalsta,Vvvalsta,VC Barre,2021-07-26,59,2muh7P8rylTiI0IJIn2d3z,0.926,0.681,11,-7.734,0,0.222,0.0402,8.47e-05,0.345,0.812,135.944,157571,4
33,74 BARS,MER ÄN RAP,Z.E,2019-07-03,52,2eGPPxqTf4IxXZJ0opXNOy,0.907,0.541,7,-9.445,1,0.166,0.533,2.1e-05,0.139,0.381,103.016,173301,4
34,Katten i trakten,Första Klass,Einár,2019-06-07,49,3MZp8Ilx8eW2wSujWn3LnG,0.743,0.494,8,-9.803,1,0.293,0.499,0.000242,0.125,0.307,80.004,156061,4
35,What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,80,1tkg4EHVoqnhR6iFEXb60y,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4
36,Stronger,Graduation,Kanye West,2007-09-11,80,0j2T0R9dR9qdJYsB7ciXhf,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,311867,4
37,'Till I Collapse,The Eminem Show,Eminem,2002-05-26,84,4xkOaSrkexMciUUogZKVTS,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,4
38,Spiderman ( Intro ),98.01.11,Yasin,2020-05-22,54,6f1zuPgMf9KtmZYnqEqski,0.952,0.469,9,-7.61,1,0.272,0.0799,0.0446,0.0815,0.169,101.013,118812,4
39,TALLRIKAR,MYROR I BRALLAN,ADAAM,2022-02-04,53,5zjNDusjYWILUVJ3yV6XZK,0.741,0.603,0,-7.808,0,0.322,0.228,0.0,0.261,0.705,92.015,161739,4
40,KONTROLLZON,KONTROLLZON,HAVAL,2020-07-10,54,1pqHv4SgUoIZf8UCW3zwte,0.73,0.666,5,-4.824,0,0.0714,0.315,0.0,0.131,0.423,100.03,176000,4
41,Paparazzi,Paparazzi,Asme,2021-11-19,54,5HfICLgQFsCltw5f9nWFtd,0.88,0.678,7,-9.165,0,0.184,0.048,2.21e-05,0.446,0.58,99.995,131813,4
42,One Dance,Views,Drake,2016-05-06,83,1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4
43,Dripping (feat. Naod),12 TILL 12,Aden x Asme,2019-06-13,51,2eU1lbDEVhIuzmKInhRabW,0.669,0.675,8,-9.305,1,0.521,0.5,0.0,0.137,0.85,97.982,205587,4
44,Regler (Båset),Regler (Båset),C.Gambino,2022-03-11,65,5RUDslCh5maxKZ7a7QyCTk,0.603,0.523,5,-9.707,0,0.269,0.354,0.113,0.178,0.684,178.939,156405,4
45,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,85,68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,292799,4
46,MANO,MANO,Jireel,2022-01-21,70,4erg578HXlAcoJRaeI03Jh,0.753,0.7,4,-5.297,0,0.0513,0.0347,0.0,0.282,0.54,127.895,168798,4
47,F Mitt X,Första Klass,Einár,2019-06-07,50,22WFBBx0Lfa6TEDgbstwnP,0.899,0.534,3,-8.823,0,0.121,0.59,0.000526,0.11,0.387,90.032,170667,4
48,Trapper Of The Year (Intro) - Bonus Track,08 ZOO,23,2021-11-26,56,5cKilVQ9iZamOzodVcYQZ2,0.725,0.453,6,-11.291,0,0.316,0.00582,0.0135,0.0827,0.461,121.913,110164,4
49,RÄKNA MINA DAGAR,1 ÅR,1.Cuz,2019-11-29,52,39YxFKLZ1xbu1f9gQiwkFz,0.884,0.662,0,-8.518,0,0.0511,0.155,0.0,0.202,0.961,142.067,206197,4
0,Lights Up,Fine Line,Harry Styles,2019-12-13,77,4jAIqgrPjKLTY9Gbez25Qb,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,4
1,South of the Border (feat. Camila Cabello & Cardi B),No.6 Collaborations Project,Ed Sheeran,2019-07-12,76,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467,4
2,abcdefu,abcdefu,GAYLE,2021-08-13,92,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,168602,4
3,Cool for the Summer,Confident,Demi Lovato,2015-01-01,85,3uwnnTQcHM1rDqSfA4gQNz,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4
4,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhé,2020-01-10,91,58HvfVOeJY7lUuCqF0m3ly,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,3
5,Take Me To Church,Hozier,Hozier,2014-07-20,81,3dYD57lRAUcMHufyqn9GcI,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4
6,she's all i wanna be,she's all i wanna be,Tate McRae,2022-02-04,87,0IuVhCflrQPMGRrOyoY5RW,0.614,0.644,2,-5.372,0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,206772,4
7,Promiscuous,Loose,Nelly Furtado,2006-01-01,81,2gam98EZKrF9XuOkU13ApN,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293,4
8,Classic,MKTO,MKTO,2012,81,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4
9,Umbrella,Good Girl Gone Bad,Rihanna,2007-01-01,67,2yPoXCs7BSIUrucMdK5PzV,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4
10,Drive By,California 37,Train,2012-04-17,76,0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4
11,STAY (with Justin Bieber),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,88,5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
12,Pacify Her,Cry Baby (Deluxe Edition),Melanie Martinez,2015-08-14,78,360Wr96ywrCQq4kTAJ8Pq6,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,220013,4
13,When You're Gone,When You're Gone,Shawn Mendes,2022-03-31,87,0U1W2LZVUX7qTm7dDpqxh6,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,172267,4
14,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,Gym Class Heroes,2011-11-11,81,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4
15,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over (Revised International Standard version),Maroon 5,2010,76,7pYfyrMNPn3wtoCyqcTVoI,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,201493,4
16,Moth To A Flame (with The Weeknd),Paradise Again,Swedish House Mafia,2022-04-15,77,0VO8gYVDSwM1Qdd2GsMoYK,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,234000,4
17,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,82,50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4
18,Backstabber,Animal (Expanded Edition),Kesha,2010-01-01,80,4GRFzKI7jTZ3kbMfouc7bn,0.6,0.939,7,-1.794,1,0.19,0.0666,6.18e-06,0.34,0.833,159.941,186840,4
19,everything i wanted,everything i wanted,Billie Eilish,2019-11-13,80,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
20,traitor,SOUR,Olivia Rodrigo,2021-05-21,89,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
21,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Black Eyed Peas,2009-01-01,80,4kLLWz7srcuLKA7Et40PQR,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4
22,Starships,Pink Friday ... Roman Reloaded,Nicki Minaj,2011-01-01,72,1oHNvJVbFkexQc0BpQp7Y4,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4
23,Shivers,=,Ed Sheeran,2021-10-29,90,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
24,Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,2021-09-03,85,1HhNoOuqm1a5MXYEgAFl8o,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,173381,4
25,As It Was,As It Was,Harry Styles,2022-03-31,100,4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
26,INDUSTRY BABY (feat. Jack Harlow),MONTERO,Lil Nas X,2021-09-17,86,5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4
27,Doin' Time,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,79,0Oqc0kKFsQ6MhFOLBNZIGX,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193,4
28,Just Dance,The Fame,Lady Gaga,2008-01-01,76,1dzQoRqT5ucxXVaAhTcT0J,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,4
29,Save Your Tears,After Hours,The Weeknd,2020-03-20,87,5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4
30,All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,83,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
31,Can't Hold Us (feat. Ray Dalton),The Heist,Macklemore,2012-10-09,74,22skzmqfdWrjJylampe0kt,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,258432,4
32,Oh No!,The Family Jewels,MARINA,2010-02-15,71,4sNwdacKyi2S26WrRtNama,0.77,0.896,0,-3.971,1,0.039,0.0539,0.0,0.243,0.964,126.999,182587,4
33,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,2017-11-03,78,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,201000,4
34,All The Things She Said,200 KM/H In The Wrong Lane (10th Anniversary Edition),t.A.T.u.,2002,79,4bJygwUKrRgq1stlNXcgMg,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4
35,You Right,Planet Her,Doja Cat,2021-06-25,84,0k4d5YPDr1r7FX77VdqWez,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4
36,Time of Our Lives,Globalization,Pitbull,2014-11-21,80,2bJvI42r8EF3wxjOuDav4r,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4
37,Let Her Go,All The Little Lights,Passenger,2012-11-05,73,7DFNE7NO0raLIUbgzY2rzm,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,252867,4
38,Maps,V,Maroon 5,2014-09-02,81,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
39,Dancing Feet (feat. DNCE),Dancing Feet (feat. DNCE),Kygo,2022-02-25,81,4RAR8g8fZNB106ezUurnE0,0.75,0.797,0,-4.826,1,0.118,0.293,0.0,0.392,0.523,105.949,215203,4
40,On The Floor,Love?,Jennifer Lopez,2011-01-01,78,3C0nOe05EIt1390bVABLyN,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,4
41,Story of My Life,Midnight Memories (Deluxe),One Direction,2013-11-25,80,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4
42,Die Young,Warrior (Expanded Edition),Kesha,2012-11-30,77,7EQGXaVSyEDsCWKmUcfpLk,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,4
43,Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,80,0SiywuOBRcynK0uKGWdCnn,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4
44,Don't Start Now,Future Nostalgia,Dua Lipa,2020-03-27,80,3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
45,Photograph,x (Wembley Edition),Ed Sheeran,2013,64,6fxVffaTuwjgEk5h9QyRjy,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
46,Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,82,1XGmzt0PVuFgQYYnV2It7A,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,231173,4
47,7 Years,Lukas Graham (Blue Album),Lukas Graham,2015-06-16,49,7129iqBafaphfc3WPCGC0L,0.742,0.479,10,-5.83,1,0.0551,0.29,0.0,0.391,0.346,119.951,237300,4
48,Man On The Moon,World Of Walker,Alan Walker,2021-11-26,74,0zqBZqm5czQ3A4EoSdKFHj,0.668,0.816,4,-5.648,0,0.0367,0.0557,1.02e-06,0.197,0.5,129.971,178625,4
49,Like I Can,In The Lonely Hour (Deluxe),Sam Smith,2014-01-01,51,0mJBiaODgK0XjOLCN5fItq,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167066,4
0,Into You,Dangerous Woman,Ariana Grande,2016-05-20,3,2meEiZKWkiN28gITzFwQo5,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4
1,Glad You Came,Glad You Came,The Wanted,2011-01-01,0,1OXfWI3FQMdsKKC6lkvzSx,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,198467,4
2,Who Knew,Greatest Hits...So Far!!!,P!nk,2010-11-12,0,4pSPMXaCjbaV3VSzZQYC7H,0.689,0.737,9,-4.516,1,0.0268,0.00482,0.0,0.0777,0.47,140.0,207893,4
3,My House,My House,Flo Rida,2015-04-07,76,6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4
4,Hot N Cold,One Of The Boys,Katy Perry,2008-06-17,38,2AZXe8nq18mPITmPy5KJwQ,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
5,Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,86,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
6,Love Song,Little Voice,Sara Bareilles,2007-07-03,72,4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827,4
7,Love You Like A Love Song,When the Sun Goes Down (Deluxe Edition),Selena Gomez & The Scene,2011-01-01,0,3veFQzlEOTpcGGIbYPKdYq,0.858,0.677,1,-3.842,0,0.0465,0.0752,0.0,0.0718,0.925,117.005,188067,4
8,Born This Way,Born This Way (Special Edition),Lady Gaga,2011-01-01,67,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,260253,4
9,Die Young,Warrior (Deluxe Version),Kesha,2012-11-30,0,6mnjcTmK8TewHfyOp3fC9C,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,4
10,Piranha,Piranha,Cartoon,2022-01-29,60,2cVJq55ISQ7LNkWibZzRSY,0.491,0.82,0,-4.782,0,0.0342,0.0226,0.000131,0.0695,0.413,174.046,187586,4
11,Ride,Blurryface,Twenty One Pilots,2015-05-15,80,2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
12,Closer,Closer,The Chainsmokers,2016-07-29,83,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
13,Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,0,4pLwZjInHj3SimIyN9SnOz,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,226160,4
